id,image_text
6266,a boy with glasses and a smile.
6267,a man with his hands in the air.
6268,a man with a ring on his finger.
6269,a man in a suit sitting at a table.
6270,a man in a suit sitting at a table.
6271,a bald man with a cigarette in his mouth.
6272,a woman in a red shirt 
6273,a man in a military uniform walking down a hallway.
6274,a man in a suit.
6275,a black background with a white nike logo.
6276,a man with glasses 
6277,a man in a purple suit and hat.
6278,a man in a white t - shirt 
6279,a man and woman talking to each other people.
6280,"three women with pink hair, one is wearing a white shirt and the other is."
6281,a woman wearing glasses and a red dress.
6282,a person jumping over a cliff.
6283,a man drinking a cup of coffee.
6284,a person holding a bottle of liquid.
6285,a woman with long blonde hair.
6286,a woman with long blonde hair.
6287,a man with long hair 
6288,a woman in a white shirt.
6289,a woman in a pink shirt vs a woman in a black dress 
6290,a man in a suit and tie.
6291,a man with a beard and a woman with a beard.
6292,a col col col col col col col col col col col col col col col.
6293,a woman with blonde hair.
6294,a man in a suit pointing at the camera.
6295,a man sitting at a computer.
6296,a man in a helmet 
6297,a woman speaking into a microphone.
6298,three men standing in front of a red background.
6299, vs three men standing in front of a red background
6300,a girl 
6301,a cartoon character holding a flower.
6302,a woman's face 
6303,a man walking down the street.
6304,a man looking at his phone vs a man standing on the street
6305,two minions minions minions minions minions minions minions minions minions minions minions minions minions minions minions.
6306,two men fighting in a living room.
6307,a mushroom and a mushroom 
6308,two children playing with each other children.
6309,a group of people dancing.
6310,a man in a suit pointing at the camera.
6311,a woman with long hair and sunglasses.
6312,a man with a cigarette in his mouth.
6313,a woman talking to a man in a kitchen.
6314,a man and woman sitting on a couch 
6315,a young boy with a smile on his face.
6316,a car that is in the middle of a desert.
6317,a hand holding a remote control.
6318,a man in a red shirt.
6319,a man in a tuxed tuxed tuxed tuxed tuxed tuxed.
6320,a man with spiked hair.
6321,a green bird 
6322,a twitter account 
6323,a man in a suit sitting on a chair.
6324,a man talking on the phone.
6325,a woman peeking out of a door.
6326,a man in a purple suit and hat.
6327,a small dog 
6328,a man with a fire in his hand.
6329,a girl sitting on a couch.
6330,a man playing a guitar.
6331,jesus and a woman in a field.
6332,a poster 
6333,a young boy in a classroom.
6334,a man sitting at a table.
6335,a man in a suit and tie.
6336,a woman sitting at a table with a laptop.
6337,a woman in the bathroom.
6338,a girl and a boy with
6339,a girl 
6340,a man driving in a car.
6341,a man kissing a woman on the bed.
6342,a man kissing a woman on the bed vs a black and white photo 
6343,an astronaut in the sky.
6344,a man with his head in his hands.
6345,a man with a guitar  vs a man with his head in his hands
6346,a boy holding a pot with a plant in it.
6347,a girl with her face close to the camera.
6348,two men sitting at a table.
6349,two men sitting at a table vs a man and a woman sitting at a table
6350,a guy and a girl laughing together.
6351,a girl in a blue shirt.
6352,a woman with blood all over her face.
6353,a man talking to another man.
6354,a man holding a cat.
6355,a man in a suit and tie.
6356,a man in a suit and tie.
6357,a soccer player 
6358,a man kissing a woman.
6359,the many faces of a man.
6360,a man in a suit and tie 
6361,a man in a suit smoking a cigarette.
6362,a man in a suit and tie.
6363,a baby in a tuxed tuxed tuxed tuxed tuxed tuxed.
6364,a baby sitting on the ground.
6365,a man 
6366,two men 
6367,a man in a tuxed tuxed tuxed tuxed tuxed tuxed.
6368,a person holding a sign.
6369,a man with a beard 
6370,a man in a fur coat holding a microphone.
6371,a man in a suit.
6372,a woman holding a bird.
6373,a person standing in front of a building 
6374,a man standing in front of a cave vs a woman standing in front of a man with a sword
6375,a man with a beard laying in bed.
6376,a man with a hat on.
6377,a man in a suit and tie.
6378,a man in a suit and tie vs a man with a gun in his hand
6379,a man with a red circle on his face 
6380,a man in a white shirt with a beard 
6381,person and person from game of thrones.
6382,"a man with a crown on his head vs a man in armor a man with a crown on his head, a man in armor , person and person in the snow"
6383,a woman 
6384,a woman with blonde hair and a man with blonde hair and a man with blonde.
6385,a man in armor 
6386,a tank in the middle of a field.
6387,a man and woman sitting at a table.
6388,a woman riding a horse.
6389,a woman sticking her tongue.
6390,"a man with long hair and beards, "
6391,pope and a picture of the pope.
6392,pope francis and a picture of pope francis vs a man with grey hair
6393,a person sitting on a swing.
6394,a white background  vs a woman in a fur coat
6395,the characters in game of thrones.
6396,a woman standing in front of a table with candles on it.
6397,a man wearing a red hat.
6398,a man with a beard and a beard that says i live it.
6399,a little girl with a pink bow on her head.
6400,a young boy with glasses on.
6401,harry and hermi.
6402,the cover of harry 's harry potter vs harry and hermik from harry potter
6403,a girl with her hands up.
6404,a man with long hair and a beard.
6405,the hp logo vs a monkey 
6406,president trump and a picture of president trump.
6407,president person and a picture of person vs president person 
6408,a man standing in front of a bar vs a man standing in front of a building
6409,a man with glasses 
6410,two young boys with a guitar.
6411,harry and hermik in harry's classroom.
6412,person and person in harry's classroom vs a group of people in a classroom
6413,a man in a hat and glasses.
6414,a cartoon character 
6415, vs a cartoon character 
6416,a man in a black jacket.
6417,a man and woman sitting at a table.
6418,a man with long hair 
6419,a man in a suit and tie.
6420,a person with glasses on.
6421,a group of people in suits and ties.
6422,a group of people in suits and ties vs a group of people standing in front of a building
6423,an old man with a long beard and a long beard.
6424,person and person from the ho vs a man with a long beard and a long beard with a long beard and a
6425,an old man sitting in a chair.
6426,a man in a leather jacket talking to another man.
6427,a man with a smile on his face.
6428,a man with a mustache and mustache.
6429,a man in a suit speaking into a microphone.
6430,chew chew chew chew chew chew chew chew chew chew chew chew chew chew chew chew.
6431,two men laughing at each other man.
6432,a woman  vs two men in suits and ties
6433,a man holding a baby in his arms.
6434,an elderly and an older woman.
6435,a man in the middle of the earth.
6436,a coffee mug 
6437,a man in a suit and tie 
6438,jesus handing a bowl to a man.
6439,a man in a suit and a mask.
6440,a man with a fake fake fake fake fake fake fake fake fake fake fake fake.
6441,a man with a mustache and mustache.
6442,a man in a suit and tie.
6443,a man in a tuxed tuxed tuxed tuxed tuxed tuxed.
6444,a girl and a cat.
6445,two people dressed as jokers.
6446,an older man laughing and holding a microphone.
6447,a man and a woman 
6448,a woman 
6449,a woman wearing a red hat and glasses.
6450,a mexican man in a sombre hat.
6451,the president laughing and laughing.
6452,a woman with blonde hair.
6453,"a woman in a suit and a man in a suit with red, white and."
6454,donald and hillary.
6455,a woman in a suit 
6456,a woman in a suit pointing at the camera.
6457,a woman laying in a hospital bed.
6458,"a man in a suit and tie, "
6459,donald the president pointing at the camera.
6460,donald and hillary.
6461,a young boy 
6462,hillary clinton 
6463,an older man giving a thumbs.
6464,a man in a suit and tie.
6465,a man in a military uniform.
6466,a man with a gun.
6467,a man pointing at a crowd.
6468,a man with a mustache and mustache.
6469,a man in a military uniform.
6470,a man in a suit holding up a card.
6471,a group of men with mustaches.
6472,a man with a crowd behind him.
6473,a man holding a cell.
6474,a man in a suit and tie.
6475,a man in a silver suit.
6476,a group of men sitting in a car.
6477,a man in a military uniform.
6478,a group of people in an old car.
6479,a man standing next to a group of people.
6480,a group of men in uniform.
6481,a man smoking a cigarette.
6482,a man in a suit and tie.
6483,a man in uniform pointing at something.
6484,a cartoon character holding a hamburger.
6485,a man in a suit sitting on a chair 
6486,"a man in a suit and tie,  vs a man in a suit sitting on a chair"
6487,two men in suits and bow ties vs a man in a suit and bow tie
6488,a man in a suit and tie.
6489,a man with sunglasses on.
6490,a man with his mouth open.
6491,a man sitting at a table.
6492,a man 
6493,a man and woman smiling for the camera.
6494,a man with a knife in his mouth.
6495,a man in a suit and tie.
6496,a man with a green mask.
6497,a man with different facial expressions.
6498,the joker and a picture of the joker.
6499,the joker and the joker.
6500,a person dressed as the joker.
6501,the joker in the dark knight movie.
6502,a joker sitting in a chair.
6503,the joker and his clown.
6504,the joker in the joker movie.
6505,a group of people in costumes.
6506,a woman in a batman costume.
6507,a storm trooper and a storm trooper.
6508,the joker in a purple suit and hat.
6509,two people sitting at a table eating food.
6510,two people sitting at a table vs a woman in a classroom 
6511,loki and loki in the avengers universe.
6512,the joker 
6513,a man with a hat on.
6514,a man with spiked hair.
